,names,price,stars,moisturiser,toner,mask,cleanser,exfoliator,oil,serums,hyperpigmantation,sensitive_skin,gluten_free,vegan,oily_skin,dry_skin,day_cream,night,wrinkles,acne,spf,eye_cream,cruelty_free,brand,clusters
407,Kopari Beauty Starry De-Puff Eye Balm with Hyaluronic Acid and Caffeine,25.5,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,kopari beauty,8
408,PIXI Milky Tonic,11.3,4.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pixi,6
409,LANEIGE Water Sleeping,29.38,4.280228519195615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,laneige,1
410,LANEIGE Water Bank Blue Hyaluronic Gel Moisturizer,37.29,4.280228519195615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,laneige,6
411,Jouer Cosmetics Essential Hydrating Lip Oil 0.16 fl. oz. - Naturel,16.9,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jouer cosmetics,1
412,La Roche-Posay Effaclar MAT+,20.34,4.280228519195615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,la roche-posay,8
413,Glow Recipe Watermelon Glow Lip Pop,22.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glow recipe,1
414,Paula's Choice Clear Regular Strength 2% BHA Exfoliant,34.0,4.280228519195615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,paula's choice,8
415,Dr.Jart+ Cryo Rubber Mask with Soothing Allantoin 44g,11.3,4.280228519195615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dr.jart+,1
416,Herbivore Pink Cloud Creamy Jelly Cleanser,24.8,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,herbivore,8
417,ELEMIS Pro-Collagen Summer Bloom Cleansing Balm 100g,51.98,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,elemis,5
418,La Roche-Posay Rosaliac UV Rich,19.78,4.280228519195615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,la roche-posay,6
419,LANEIGE Radian-C Cream,25.4,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,laneige,6
420,Kate Somerville EradiKate Blemish Treatment,27.1,4.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,kate somerville,1
421,PIXI Retinol Tonic,20.3,4.280228519195615,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pixi,1
422,Dr Dennis Gross Skincare Dark Spot Sun Defense SPF50,51.9,4.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,dr dennis gross,6
423,NIOD Survival 0 Serum,24.86,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,niod,9
424,Caudalie Vinopure Blemish Control Salicylic Serum,33.9,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,caudalie,0
425,Omorovicza Refining Facial Polisher 30ml,21.4,4.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,omorovicza,3
426,Murad Vita-C Eyes Dark Circle Corrector,64.5,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,murad,0
427,LANEIGE Eye Sleeping Mask,31.6,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,laneige,1
428,Sol de Janeiro Bom Dia Bright Cream,51.9,4.280228519195615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sol de janeiro,8
429,Kate Somerville ExfoliKate Intensive Exfoliating Treatment,27.1,4.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kate somerville,1
430,Kate Somerville Glow in a Wink Set,64.5,4.280228519195615,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,kate somerville,5
431,Augustinus Bader The Cream 50ml - The Rich,240.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,augustinus bader,2
432,ZitSticka Hyperfade Microdart Blur Patch,31.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,zitsticka,1
433,Hello Sunday The Recovery One Glow Face Mask,19.0,4.280228519195615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hello sunday,1
434,Caudalie Vinoclean Instant Foaming Cleanser,18.08,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,caudalie,5
435,The Ordinary 100% Organic Virgin Chia Seed Oil,8.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,the ordinary,3
436,IT Cosmetics Confidence in an Eye Cream,37.5,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,it cosmetics,1
437,Jordan Samuel Skin The After Show Treatment Cleanser for Sensitive Skin,14.0,4.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jordan samuel skin,5
438,Pai Skincare Light Work Rosehip Cleansing Oil,37.2,4.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pai skincare,5
439,Murad Exclusive Correct and Protect Broad Spectrum SPF45 | PA++++,76.84,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,murad,0
440,Patchology FlashPatch Illuminating Eye Gels (15 Pack),34.5,4.280228519195615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patchology,1
441,Charlotte Tilbury Goddess Cleansing Ritual,40.0,4.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,charlotte tilbury,3
442,SUMMER FRIDAYS Super Amino Gel Cleanser,38.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,summer fridays,3
443,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 0.5 fl.,67.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,sunday riley,8
444,Selfless by Hyram Retinol and Rainbow Algae Repair Serum,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
445,Saturday Skin Yuzu Vitamin C Sleep Mask,28.2,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,saturday skin,3
446,SUQQU Watery Protector SPF 30,36.1,4.280228519195615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,suqqu,6
447,Dermalogica Daily Microfoliant (74g),62.15,4.280228519195615,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,dermalogica,8
448,PIXI Glow Mist,18.0,3.77,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pixi,9
449,Medik8 Reflection Kit,85.0,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medik8,0
450,Versed Weekend Glow Brightening Solution,18.6,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,versed,3
451,Skingredients Skin Protein Anti-Ageing Retinoid Serum,49.7,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skingredients,0
452,Dr. Barbara Sturm Cleanser,50.8,4.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dr. barbara sturm,5
453,Fraîcheur Paris Fraîcheur Ice Globes - Blue,67.7,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fraîcheur paris,1
454,Dr Dennis Gross Skincare Alpha Beta Universal Daily Peel (Pack of 60),164.98,4.280228519195615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,dr dennis gross,1
455,NIOD RE: Pigment Serum,31.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,niod,9
456,Sweet Chef Carrot Ginger Blemish Rescue Patch (36 Patches),16.95,4.280228519195615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sweet chef,1
457,Biossance Squalane and Lactic Acid Resurfacing Serum,54.2,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,biossance,3
458,ZitSticka HYPERFADE Dark Spot Microdart Patch 4-Pack,13.56,4.280228519195615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zitsticka,1
459,Fresh Sugar Lip Treatment Advanced Therapy 4.3g,24.2,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fresh,3
460,La Roche-Posay Anthelios Oil Correct Suncream SPF50,28.25,4.280228519195615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,la roche-posay,6
461,Frank Body Coconut Coffee Scrub 200g,15.7,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frank body,6
462,Fresh Rose Deep Hydration Oil-Infused Serum,59.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fresh,3
463,Lanolips Lemonaid Lip Treatment 12.5g,10.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lanolips,3
464,Dr.Jart+ Tiger Grass Re.Pair Cream,40.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,dr.jart+,3
465,Biossance Squalane + Elderberry Jelly Cleanser,24.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,biossance,5
466,COOLA Makeup Setting Spray SPF30,42.0,3.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coola,9
467,"Mario Badescu Facial Spray With Aloe, Sage And Orange Blossom",5.5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mario badescu,1
468,Dr.Jart+ Vital Hydra Solution Biome Water Cream,35.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,dr.jart+,6
469,Hello Sunday The Everyday One - Face Moisturiser SPF 30,18.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,hello sunday,3
470,Jordan Samuel Skin Hydrate the Mist,13.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jordan samuel skin,3
471,Dr.Jart+ Pore Remedy PHA Exfoliating Serum,39.55,4.280228519195615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dr.jart+,1
472,REN Clean Skincare - Evercalm Overnight Recovery Balm,50.8,4.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,ren clean skincare,8
473,LANEIGE Cica Sleeping Mask,32.7,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,laneige,3
474,Dermalogica Precleanse,44.07,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,dermalogica,8
475,La Roche-Posay Effaclar H Moisturising Cream for Sensitive Blemish-Prone Skin,20.34,4.280228519195615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,la roche-posay,6
476,Lanolips 101 Ointment Multi-Balm - Coconutter 10g,9.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lanolips,1
477,Paula's Choice 10% Niacinamide Booster,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,paula's choice,8
478,Augustinus Bader Travel Size The Cream,155.0,4.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,augustinus bader,6
479,Kopari Beauty 100% Organic Coconut Melt,30.0,4.280228519195615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,kopari beauty,6
480,The Ordinary EUK 134 Serum 0.1%,10.4,4.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the ordinary,0
481,Augustinus Bader The Cleansing Balm,75.0,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,augustinus bader,5
482,Jordan Samuel Skin The Performance Eye Gel,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,jordan samuel skin,3
483,Odacité Crystal Contour Gua Sha - Rose Quartz,46.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,odacité,3
484,Skingredients Skin Veg Hydrating Hyaluronic Acid Serum,49.7,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skingredients,0
485,Dr Dennis Gross Skincare All Physical Lightweight Wrinkle Defense SPF30,51.9,4.280228519195615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dr dennis gross,6
486,Biossance Squalane and Vitamin C Dark Spot Serum,56.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,biossance,0
487,Selfless by Hyram Peptide Q10 and Ginger Daily Defense Serum,15.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
488,Caudalie Vinoclean Moisturising Toner,10.17,4.280228519195615,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,caudalie,5
489,OSKIA Super C Smart Nutrient Beauty 60 Capsules,79.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,oskia,4
490,Murad Vita-C Glycolic Brightening Serum Travel Size 0.33 fl,83.6,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,murad,8
491,LANEIGE Keep It Simple,29.38,4.280228519195615,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,laneige,6
492,REN Clean Skincare Evercalm Global Protection Day Cream,45.2,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ren clean skincare,3
493,Aesop Cedar and Citrus Lip Salve,14.6,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aesop,1
494,Skingredients Cleanse Off Mitt Reusable Makeup Removal Tool,6.7,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skingredients,1
495,Lanolips Lano Vanilla Hand Cream Intense,10.16,4.280228519195615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lanolips,6
496,Pacifica Reusable Masks Lip Line (2 Pack),16.95,4.280228519195615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,pacifica,1
497,Herbivore Lapis Blue Tansy and Squalane Balancing Facial Oil,24.86,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,herbivore,3
498,Patchology Beauty Sleep Restoring Night Hydrogel Mask 29g,11.3,4.280228519195615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,patchology,1
499,AMELIORATE Blemish Overnight Clearing Therapy,14.0,4.280228519195615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,ameliorate,1
500,OSKIA Renaissance Cleansing Gel,61.0,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oskia,5
501,Caudalie Grape Water,13.56,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,caudalie,8
502,Malin + Goetz Vitamin E Face Moisturiser,50.0,4.280228519195615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,malin + goetz,6
503,Fresh Kombucha Facial Treatment Essence (Various Sizes),26.16,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fresh,0
504,Clé de Peau Beauté Clarifying Cleansing Foam,56.5,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clé de peau beauté,3
505,PIXI Makeup Fixing Mist,18.0,4.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pixi,6
506,La Roche-Posay Niacinamide Serum for Pigmentation,42.94,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,la roche-posay,0
507,Alpha-H Protection Plus Daily SPF50+,36.16,3.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,alpha-h,9
508,Youth To The People Daily Skin Health,19.2,4.280228519195615,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,youth to the people,6
509,Huda Beauty Silk Balm,21.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,huda beauty,3
510,La Roche-Posay Effaclar Micro-Peeling Purifying Gel Wash (Various Sizes),13.11,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,la roche-posay,5
511,BIOEFFECT EGF Serum,145.77,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bioeffect,3
512,Sun Bum Sun Bum Day Tripper Kit,27.1,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sun bum,1
513,PIXI Collagen Tonic,20.3,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,pixi,3
514,Versed Stroke of Brilliance Brightening Serum,20.3,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,versed,0
515,Milk Makeup Cooling Water,23.7,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,milk makeup,9
516,Tan-Luxe The Face Illuminating Self-Tan Drops 30ml -,40.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,tan-luxe,3
517,Dr. Barbara Sturm Enzyme Cleanser,56.5,4.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dr. barbara sturm,3
518,Dr Dennis Gross Spectralite FaceWare Bundle,529.97,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dr dennis gross,2
